nama_pemda,tahun,pendapatan_total,belanja_total,blj_tdk_langsung,blj_pegawai,blj_hibah,blj_bansos,blj_bagi_hasil,blj_bantuan_keu,blj_tdk_terduga,blj_langsung,blj_barang_jasa,blj_modal,pembiayaan,rasio_pegawai_pct,rasio_modal_pct,rasio_barang_jasa_pct,rasio_bansos_pct,rasio_hibah_pct,rasio_bantuan_keu_pct,ipm,tpt,kemiskinan_pct,pdrb_per_kapita,ipm_lag1,kemiskinan_lag1,delta_ipm,delta_kemiskinan,belanja_per_pdrb,klaster
Kab. Bangkalan,2014,1643.100601431,1563.613835059,1013.832863943,912.407063815,67.070112911,2.3049056,0.0,29.835015579,0.2073819,549.780971116,217.952338645,331.828632471,107.639089245,58.35,21.22,13.94,0.15,4.29,1.91,58.39,3.45,22.89,14743,57.51,23.83,0.88,-0.94,106058.0503,1
Kab. Bangkalan,2015,1787.701828638,1838.357542933,1203.620952257,945.701250184,92.629045306,0.6138178,1.999992734,158.495008411,0.0,634.736590676,154.207206605,480.529384071,445.643896303,51.44,26.14,8.39,0.03,5.04,8.62,59.27,3.74,22.21,16037,58.39,22.89,0.88,-0.68,114632.2593,1
Kab. Bangkalan,2016,1831.920659194,1944.896442627,1166.015442627,844.953,20.993126,0.137,1.9879497,290.626,0.0,778.881,182.092,412.823,188.069593362,43.44,21.23,9.36,0.01,1.08,14.94,60.13,3.32,22.29,17480,59.27,22.21,0.86,0.08,111264.0985,1
Kab. Bangkalan,2017,2188.064292577,2009.248055038,1446.478568761,988.46278865,67.7591817,0.5650947,4.4182223,378.8814391,0.0,562.769486277,266.714453536,296.055032741,41.392653779,49.2,14.73,13.27,0.03,3.37,18.86,61.06,3.32,21.2,18993,60.13,22.29,0.93,-1.09,105788.8725,1
Kab. Bangkalan,2018,2034.15653945102,2087.07141337924,1469.286981801,1011.71148428913,68.35014298004,0.72151,4.788289756,380.33212309483,0.0,617.78443157824,293.07881651722,324.70561506102,189.60032029011,48.48,15.56,14.04,0.03,3.27,18.22,61.93,3.52,20.54,20819,61.06,21.2,0.87,-0.66,100248.3987,1
Kab. Banyuwangi,2014,2418.962318839,2299.307896458,1304.329355135,1147.862041953,72.860137523,10.026215,3.17174075,70.409219909,0.0,994.978541323,436.431864175,558.546677148,214.793037694,49.92,24.29,18.98,0.44,3.17,3.06,66.72,3.02,9.56,26074,65.97,9.94,0.75,-0.38,88183.9341,1
Kab. Banyuwangi,2015,2779.148430147,2741.772556679,1512.413698635,1243.906467979,122.750256472,6.131490319,139.625483865,0.0,0.0,1229.358858044,529.943112726,699.415745318,706.315993618,45.37,25.51,19.33,0.22,4.48,0.0,67.38,3.29,9.42,28804,66.72,9.56,0.66,-0.14,95187.2155,1
Kab. Banyuwangi,2016,2805.615458313,3095.290678637,1621.810678637,1313.53,60.034851251,8.063209736,2.44375465,236.801,0.937863,1473.48,561.896,911.584,371.77931,42.44,29.45,18.15,0.26,1.94,7.65,68.03,2.7,9.03,31956,67.38,9.42,0.65,-0.39,96861.0176,1
Kab. Banyuwangi,2017,2732.022666957,2776.030217673,1527.901805642,1099.860795452,85.37017848,3.9453563,7.32405125,328.45367316,2.947751,1248.128412031,591.051197771,657.07721426,82.109711541,39.62,23.67,21.29,0.14,3.08,11.83,68.78,2.73,8.61,35541,68.03,9.03,0.75,-0.42,78107.8253,1
Kab. Banyuwangi,2018,2732.022666957,2753.6658113326,1596.58786039447,1185.27156049067,61.221365,7.3964648,11.4279677,316.4342933,0.0,1157.0779509381298,676.6952876397701,480.38266329836,214.793037694,43.04,17.45,24.57,0.27,2.22,11.49,69.47,2.95,8.28,39663,68.78,8.61,0.69,-0.33,69426.5641,1
Kab. Blitar,2014,1927.71209345,1803.200913471,1196.367047071,1016.728197141,120.549512335,3.348,52.328752536,0.83591,2.566953857,606.8338664,221.573412648,385.260453752,100.651996147,56.38,21.37,12.29,0.19,6.69,0.05,67.53,2.22,10.14,17766,66.87,10.65,0.66,-0.51,101497.2933,1
Kab. Blitar,2015,2121.588164367,2072.628708228,1283.436283366,1016.00855923,75.22160035,0.67548,10.206520093,181.324123693,0.0,789.192424862,280.860474082,508.33195078,520.061706721,49.02,24.53,13.55,0.03,3.63,8.75,68.03,2.55,10.02,19437,67.53,10.14,0.5,-0.12,106633.1588,1
Kab. Blitar,2016,2240.250764651,2368.676937697,1328.486937697,1035.12,21.5139,0.67548,10.683566197,260.379,0.1149915,1040.19,347.471,692.719,266.029281083,43.7,29.24,14.67,0.03,0.91,10.99,68.56,2.14,9.77,21290,68.03,10.02,0.53,-0.25,111257.7237,1
Kab. Blitar,2017,2307.812881171,2350.585581536,1330.155471658,949.81206782,64.206698708,6.5137,10.569238692,298.272301938,0.7814645,1020.430109878,426.985670926,593.444438952,137.679121942,40.41,25.25,18.17,0.28,2.73,12.69,69.24,2.23,9.2,23441,68.56,9.77,0.68,-0.57,100276.6768,1
Kab. Blitar,2018,2352.1301502370898,2209.34399230177,1303.02048656225,950.50900929025,49.60344575,5.6702273,12.039429922,285.1974583,0.000916,906.32350573952,496.54975568611,409.77375005341,94.95112747494,43.02,18.55,22.47,0.26,2.25,12.91,69.74,2.43,8.88,25988,69.24,9.2,0.5,-0.32,85014.0062,1
Kab. Bojonegoro,2014,2517.68028355,2416.229249525,1262.117176625,1055.118376043,38.874191395,8.64928,1.12837815,157.138170037,1.000181,1154.1120729,616.425271012,537.686801888,268.681783996,43.67,22.25,25.51,0.36,1.61,6.5,65.67,3.22,16.16,42980,64.92,16.7,0.75,-0.54,56217.5256,1
Kab. Bojonegoro,2015,2898.769750255,2844.471915138,1549.041369261,1121.005879711,23.004548196,4.6435,12.736895383,376.082214402,11.380331569,1295.430545877,701.201369067,594.22917681,612.546244021,39.41,20.89,24.65,0.16,0.81,13.22,66.32,3.5,16.02,38918,65.67,16.16,0.65,-0.14,73088.8513,1
Kab. Bojonegoro,2016,3004.084327697,3244.669885991,1650.500885991,1031.09,49.423026849,4.03608,13.227227542,551.183,1.4165516,1594.169,443.328,967.917,325.353850648,31.78,29.83,13.66,0.12,1.52,16.99,66.94,3.07,15.77,35692,66.32,16.02,0.62,-0.25,90907.4831,1
Kab. Bojonegoro,2017,3024.200425253,2827.904711002,1795.836655085,1111.112718085,76.903266568,1.7085,15.255132285,585.172283199,5.527954948,1032.068055917,458.611386763,573.456669154,81.48928514,39.29,20.28,16.22,0.06,2.72,20.69,67.57,3.06,15.05,36741,66.94,15.77,0.63,-0.72,76968.6375,1
Kab. Bojonegoro,2018,4823.7522414642,3085.42547074982,1929.2679041723304,1134.47636690898,127.73207728235,3.9975,12.37974527,650.552280111,0.0543346,1156.15756657749,554.8195194965699,601.3380470809201,279.07535296577004,36.77,19.49,17.98,0.13,4.14,21.08,68.17,3.24,14.46,40527,67.57,15.05,0.6,-0.59,76132.5899,1
Kab. Bondowoso,2014,1534.483291062,1471.104168998,833.125691307,721.890059507,26.30929075,4.595857462,79.346313588,0.0,0.98417,637.978477691,305.474554812,311.495490129,96.221772448,49.07,21.17,20.76,0.31,1.79,0.0,61.27,1.9,13.77,14720,60.43,14.28,0.84,-0.51,99939.1419,1
Kab. Bondowoso,2015,1800.27775498,1776.098167403,986.327477933,793.099322243,16.96472,3.225176669,0.0,173.038259021,0.0,789.77068947,385.194156061,404.576533409,336.457993602,44.65,22.78,21.69,0.18,0.96,9.74,62.08,2.18,13.7,16046,61.27,13.77,0.81,-0.07,110687.9077,1
Kab. Bondowoso,2016,1945.061482314,1992.64056,1080.55956,795.482,31.42356,3.32,0.0,250.334,0.0,912.081,486.656,425.425,168.9344032,39.92,21.35,24.42,0.17,1.58,12.56,62.83,1.84,13.26,17511,62.08,13.7,0.75,-0.44,113793.6474,1
Kab. Bondowoso,2017,1924.903618063,1935.627796905,1112.943028592,766.208355692,55.51229978,15.3895,0.0,274.64970932,0.0,822.684768313,439.11039455,383.574373763,110.816225626,39.58,19.82,22.69,0.8,2.87,14.19,63.32,1.88,12.58,19199,62.83,13.26,0.49,-0.68,100819.1988,1
Kab. Bondowoso,2018,2094.94861711218,1935.627796905,1145.9487724309,745.14611254,79.994905885,16.3208,5.541421605899999,296.5238771,0.2543997,822.684768313,581.31733889382,284.8013446761,118.46671725465,38.5,14.71,30.03,0.84,4.13,15.32,63.99,2.02,12.36,21112,63.32,12.58,0.67,-0.22,91683.7721,1
Kab. Gresik,2014,2206.389315225,2172.823788644,1227.529971582,886.676823148,119.160768016,28.1326487,0.6383349,192.27721095,0.577185,945.293817062,421.48891988,523.804897182,176.890979644,40.81,24.11,19.4,1.29,5.48,8.85,75.17,6.59,13.04,64793,74.46,13.57,0.71,-0.53,33534.8539,0
